"","y","date","lower","upper"
"1",141,2020-08-02,98,184
"2",123,2020-08-03,96.975,179
"3",123,2020-08-04,100,185
"4",155,2020-08-05,101,183.025
"5",133,2020-08-06,90,171
"6",108,2020-08-07,86,158
"7",126,2020-08-08,83,156
"8",104,2020-08-09,84,154
"9",156,2020-08-10,90.975,165
"10",91,2020-08-11,79,148
"11",95,2020-08-12,70,134
"12",104,2020-08-13,66,124
"13",87,2020-08-14,60.975,115
"14",80,2020-08-15,52,103
"15",67,2020-08-16,46,92
"16",55,2020-08-17,42,87
"17",46,2020-08-18,42,86
"18",64,2020-08-19,45,92
"19",86,2020-08-20,52,102
"20",93,2020-08-21,59.975,115
"21",104,2020-08-22,59,115
"22",74,2020-08-23,57,108
"23",68,2020-08-24,56,107.025
"24",62,2020-08-25,59,113.025
"25",142,2020-08-26,74,139
"26",111,2020-08-27,70,132
"27",68,2020-08-28,64,122
"28",108,2020-08-29,73,139
"29",120,2020-08-30,84.975,158
"30",140,2020-08-31,95,176
"31",122,2020-09-01,101.975,184.025
"32",132,2020-09-02,107,194
"33",187,2020-09-03,119,213
"34",184,2020-09-04,129,230
"35",175,2020-09-05,130,232
"36",205,2020-09-06,142,252.025
"37",216,2020-09-07,146,263
"38",163,2020-09-08,146,255
"39",180,2020-09-09,138,249
"40",188,2020-09-10,144,256.025
"41",219,2020-09-11,160,284.025
"42",244,2020-09-12,176,304.025
"43",279,2020-09-13,197.975,343
"44",276,2020-09-14,215.975,381.025
"45",292,2020-09-15,242,411.025
"46",303,2020-09-16,253,432.025
"47",499,2020-09-17,285.975,491
"48",297,2020-09-18,278.975,467
"49",427,2020-09-19,310.975,516
"50",462,2020-09-20,350.975,597
"51",586,2020-09-21,398,672
"52",489,2020-09-22,402,682
"53",471,2020-09-23,404,680.025
"54",582,2020-09-24,428,729
"55",637,2020-09-25,481,804.025
"56",698,2020-09-26,528,874.05
"57",896,2020-09-27,595,1012.025
"58",750,2020-09-28,625,1047.025
"59",799,2020-09-29,662,1101.025
"60",838,2020-09-30,674.975,1119
"61",933,2020-10-01,703,1161.05
"62",1052,2020-10-02,772,1289.025
"63",1107,2020-10-03,804,1336.125
"64",1079,2020-10-04,842,1423
"65",1191,2020-10-05,907.95,1529
"66",1364,2020-10-06,936,1567.05
"67",900,2020-10-07,809,1371.075
"68",1078,2020-10-08,803.95,1328
"69",1102,2020-10-09,805.975,1354.025
"70",1097,2020-10-10,775.975,1297.025
"71",942,2020-10-11,744,1241.075
"72",843,2020-10-12,732,1219.025
"73",815,2020-10-13,738,1273.025
"74",1203,2020-10-14,816.95,1343.1
"75",969,2020-10-15,769.95,1294.025
"76",1055,2020-10-16,798.975,1338.025
"77",1278,2020-10-17,848.975,1386.025
"78",1093,2020-10-18,818.975,1373.025
"79",950,2020-10-19,793,1319
"80",877,2020-10-20,784,1298.025
"81",1072,2020-10-21,784.975,1306.05
"82",1033,2020-10-22,750.975,1235
"83",905,2020-10-23,725.975,1199.025
"84",1009,2020-10-24,704.975,1185.025
"85",879,2020-10-25,693.975,1174
"86",808,2020-10-26,710,1174.025
"87",963,2020-10-27,766,1280.075
"88",929,2020-10-28,757.975,1241.025
"89",1029,2020-10-29,763.975,1271.025
"90",1109,2020-10-30,790,1316
"91",1064,2020-10-31,770.95,1298
"92",965,2020-11-01,770.975,1287.025
"93",1037,2020-11-02,787,1344
"94",871,2020-11-03,802.975,1306.025
"95",1029,2020-11-04,792.95,1375.025
"96",1138,2020-11-05,831.975,1400
"97",1133,2020-11-06,865.975,1436.025
"98",1234,2020-11-07,904.975,1511.05
"99",1397,2020-11-08,977,1647.125
"100",1169,2020-11-09,987,1635.1
"101",1162,2020-11-10,1001.975,1665.075
"102",1378,2020-11-11,1017,1709.025
"103",1365,2020-11-12,998,1698
"104",1301,2020-11-13,992.975,1637.075
"105",1448,2020-11-14,1002.975,1663.025
"106",1210,2020-11-15,946.95,1602.025
"107",1219,2020-11-16,949,1591.05
"108",982,2020-11-17,919.95,1536.025
"109",1179,2020-11-18,909,1505
"110",1207,2020-11-19,890,1514
"111",1259,2020-11-20,910.975,1525.025
"112",1189,2020-11-21,879,1482.125
"113",1154,2020-11-22,907.95,1501
"114",1164,2020-11-23,932,1565.025
"115",1124,2020-11-24,942.975,1579.025
"116",1098,2020-11-25,926.975,1552
"117",1465,2020-11-26,996,1655.075
"118",1270,2020-11-27,1006.95,1665.1
"119",1480,2020-11-28,1019,1728.05
"120",1395,2020-11-29,1049.975,1761.025
"121",1333,2020-11-30,1069.975,1766.1
"122",1177,2020-12-01,1072.95,1794
"123",1514,2020-12-02,1116,1863.075
"124",1470,2020-12-03,1112,1854.05
"125",1345,2020-12-04,1144.95,1915.05
"126",2031,2020-12-05,1274.925,2093.025
"127",1691,2020-12-06,1286.9,2129.075
"128",1577,2020-12-07,1315.95,2215.1
"129",1564,2020-12-08,1331.975,2243.05
"130",1728,2020-12-09,1312,2220.075
"131",1842,2020-12-10,1363.975,2264.025
"132",1713,2020-12-11,1342.975,2233
"133",1897,2020-12-12,1374.875,2311
"134",1995,2020-12-13,1408,2357.025
"135",1620,2020-12-14,1417.95,2381.025
"136",1741,2020-12-15,1458,2415.15
"137",1897,2020-12-16,1439,2403.1
"138",1855,2020-12-17,1412.925,2359.025
"139",1773,2020-12-18,1421,2389.025
"140",2038,2020-12-19,1492.975,2468.075
"141",2146,2020-12-20,1584.975,2685.05
"142",2108,2020-12-21,1713.95,2841.125
"143",2183,2020-12-22,1744.95,2923.025
"144",2247,2020-12-23,1723,2940.025
"145",2349,2020-12-24,1693.925,2805.05
"146",2101,2020-12-25,1638.925,2731.025
"147",2102,2020-12-26,1620,2693.025
"148",2137,2020-12-27,1696.975,2814.1
"149",2265,2020-12-28,1851.95,3083.025
"150",2381,2020-12-29,1981.95,3303.075
"151",2511,2020-12-30,2048.975,3323.025
"152",2819,2020-12-31,2228.975,3641.025
"153",3659,2021-01-01,2422.875,4056.05
"154",3660,2021-01-02,2477.925,4110.05
"155",3695,2021-01-03,2478.85,4175.15
"156",2546,2021-01-04,2269.975,3784.075
"157",2508,2021-01-05,2162.975,3632.025
"158",2641,2021-01-06,2081.975,3429.2
"159",2519,2021-01-07,1988,3274.05
"160",2588,2021-01-08,1955.9,3292.1
"161",3127,2021-01-09,2004.975,3357.025
"162",2588,2021-01-10,1898.975,3172.1
"163",1869,2021-01-11,1723.975,2894.075
"164",1934,2021-01-12,1671.975,2782.025
"165",2071,2021-01-13,1610.925,2653.05
"166",2132,2021-01-14,1575.975,2591.025
"167",1918,2021-01-15,1461.975,2477.05
"168",2225,2021-01-16,1467.95,2417.025
"169",1743,2021-01-17,1372.95,2295
"170",1634,2021-01-18,1338,2219.075
"171",1387,2021-01-19,1247.95,2080.025
"172",1502,2021-01-20,1193.9,2009.025
"173",1624,2021-01-21,1192.975,1987.05
"174",1631,2021-01-22,1185.975,1980.075
"175",1685,2021-01-23,1146.925,1918.05
"176",1456,2021-01-24,1101,1827.025
"177",1203,2021-01-25,1050.975,1745.025
"178",1167,2021-01-26,1031.95,1715.1
"179",1328,2021-01-27,1004.95,1683.1
"180",1368,2021-01-28,1006,1659.025
"181",1295,2021-01-29,976.975,1624
"182",1367,2021-01-30,937.975,1573.05
"183",1223,2021-01-31,905,1492.025
"184",890,2021-02-01,844,1396
"185",1053,2021-02-02,853.95,1435
"186",1052,2021-02-03,819.975,1388.05
"187",1094,2021-02-04,829.975,1368.025
"188",1101,2021-02-05,817,1368.075
"189",1204,2021-02-06,818.95,1365.025
"190",1081,2021-02-07,785.975,1340.025
"191",853,2021-02-08,750.975,1252
"192",826,2021-02-09,751,1243.05
"193",988,2021-02-10,765,1246.025
"194",1122,2021-02-11,767.95,1311.225
"195",984,2021-02-12,734.95,1230.025
"196",1049,2021-02-13,711.975,1179
"197",910,2021-02-14,680,1135.025
"198",728,2021-02-15,635,1070.025
"199",669,2021-02-16,606.975,1043
"200",800,2021-02-17,618,1044.025
"201",900,2021-02-18,616.975,1029.025
"202",800,2021-02-19,585,993
"203",769,2021-02-20,558,941
"204",666,2021-02-21,566,948.025
"205",805,2021-02-22,613,1027
"206",739,2021-02-23,629,1043
"207",806,2021-02-24,612.975,1043.025
"208",858,2021-02-25,619.975,1029.025
"209",815,2021-02-26,601.975,999
"210",858,2021-02-27,580.975,978.099999999999
"211",737,2021-02-28,561,939
"212",613,2021-03-01,545,900.05
"213",588,2021-03-02,525.975,900.025
"214",729,2021-03-03,529.975,912
"215",707,2021-03-04,538,917.025
"216",798,2021-03-05,550.975,931
"217",749,2021-03-06,533.975,900.05
"218",707,2021-03-07,530.975,898.075
"219",579,2021-03-08,525.975,889
"220",650,2021-03-09,555,935.075
"221",792,2021-03-10,562.975,954.05
"222",738,2021-03-11,551.925,929.025
