"","date","R","lower","upper"
"1",2020-08-08,NA,NA,NA
"2",2020-08-09,NA,NA,NA
"3",2020-08-10,NA,NA,NA
"4",2020-08-11,NA,NA,NA
"5",2020-08-12,NA,NA,NA
"6",2020-08-13,NA,NA,NA
"7",2020-08-14,2.9252509924029,2.28352467904261,3.66755955568536
"8",2020-08-15,2.40966732391665,1.92336164136122,3.03678639149792
"9",2020-08-16,2.04098084146257,1.64274294400099,2.54973374791706
"10",2020-08-17,1.8050567476364,1.4477700302901,2.23507845032387
"11",2020-08-18,1.66975355690762,1.33441134137395,2.05522959169989
"12",2020-08-19,1.56833617207775,1.26059541402042,1.93146364329735
"13",2020-08-20,1.50794663436572,1.20898376670846,1.83409060279792
"14",2020-08-21,1.46096532069599,1.18437288083283,1.78209334991343
"15",2020-08-22,1.42551641141528,1.14875739510907,1.74007398235322
"16",2020-08-23,1.39864308548375,1.14151545047165,1.71410993429985
"17",2020-08-24,1.37801020244837,1.12923644341518,1.67786452535383
"18",2020-08-25,1.35354543312716,1.11915970076633,1.66058607165018
"19",2020-08-26,1.34554527187616,1.10749311041532,1.63784557725963
"20",2020-08-27,1.3380374387485,1.10475233384449,1.62844398403304
"21",2020-08-28,1.33710668284257,1.09688453223998,1.62978773263503
"22",2020-08-29,1.31811105295601,1.08726064769389,1.5966270537515
"23",2020-08-30,1.30570082338257,1.07398179012381,1.58210548275084
"24",2020-08-31,1.30701605606932,1.0810883722184,1.5827836093229
"25",2020-09-01,1.30485961419792,1.07949908085124,1.56880385774036
"26",2020-09-02,1.30424683619382,1.08273943117038,1.58175009677959
"27",2020-09-03,1.31108979541731,1.08830747298555,1.5962386167219
"28",2020-09-04,1.32156900758629,1.09299364547733,1.6067585987196
"29",2020-09-05,1.33992867831527,1.10699789109914,1.63087480735519
"30",2020-09-06,1.36839108853062,1.1283663928875,1.66380615993136
"31",2020-09-07,1.39985316181947,1.14681814182578,1.6916075418909
