"","y","date","lower","upper"
"1",141,2020-08-02,98.975,185.025
"2",123,2020-08-03,96.975,182
"3",123,2020-08-04,100,186
"4",155,2020-08-05,101,182
"5",133,2020-08-06,91,168
"6",108,2020-08-07,85,159
"7",126,2020-08-08,83,158.025
"8",104,2020-08-09,83,155
"9",156,2020-08-10,90,166
"10",91,2020-08-11,79,145
"11",95,2020-08-12,71,134
"12",104,2020-08-13,66,126.025
"13",87,2020-08-14,60,117
"14",80,2020-08-15,52,103.025
"15",67,2020-08-16,45,94.0249999999999
"16",55,2020-08-17,43,85
"17",46,2020-08-18,40.975,86
"18",64,2020-08-19,46,91
"19",86,2020-08-20,52,105
"20",93,2020-08-21,59,116
"21",104,2020-08-22,60,116
"22",74,2020-08-23,57,109
"23",68,2020-08-24,55,107
"24",62,2020-08-25,59,114
"25",142,2020-08-26,74,140.025
"26",111,2020-08-27,69,133
"27",68,2020-08-28,63,123
"28",108,2020-08-29,73,137
"29",120,2020-08-30,82.975,157
"30",140,2020-08-31,96,177
"31",122,2020-09-01,101,186
"32",132,2020-09-02,105,192.025
"33",187,2020-09-03,120,215
"34",184,2020-09-04,126,228.025
"35",175,2020-09-05,128,235.025
"36",205,2020-09-06,144,255
"37",216,2020-09-07,147.975,260.05
"38",163,2020-09-08,143,257
"39",180,2020-09-09,141,252
"40",188,2020-09-10,141,255
"41",219,2020-09-11,159,288.025
"42",244,2020-09-12,176,307
"43",279,2020-09-13,197.975,348
"44",276,2020-09-14,218,376
"45",292,2020-09-15,239,412
"46",303,2020-09-16,250.975,432.025
"47",499,2020-09-17,283,495
"48",297,2020-09-18,274.975,468
"49",427,2020-09-19,306.975,528
"50",462,2020-09-20,351,588.025
"51",586,2020-09-21,402.975,686.025
"52",489,2020-09-22,405,687
"53",471,2020-09-23,402.975,688
"54",582,2020-09-24,434.975,733
"55",637,2020-09-25,478.975,795.025
"56",698,2020-09-26,530.975,882.025
"57",896,2020-09-27,599,1010.05
"58",750,2020-09-28,616,1032.05
"59",799,2020-09-29,656,1080.025
"60",838,2020-09-30,677,1141.05
"61",933,2020-10-01,699,1188.05
"62",1052,2020-10-02,764,1281
"63",1107,2020-10-03,790.975,1327.025
"64",1079,2020-10-04,833.975,1420
"65",1191,2020-10-05,905.975,1533.025
"66",1364,2020-10-06,945.975,1573.05
"67",900,2020-10-07,826.975,1386.025
"68",1078,2020-10-08,786.95,1353.025
"69",1102,2020-10-09,800.975,1348.025
"70",1097,2020-10-10,766,1290.05
"71",942,2020-10-11,733.925,1246.025
"72",843,2020-10-12,733.975,1221.075
"73",815,2020-10-13,751,1236
"74",1203,2020-10-14,815.95,1340.125
"75",969,2020-10-15,769.975,1298.05
"76",1055,2020-10-16,807.975,1343
"77",1278,2020-10-17,844.975,1388.05
"78",1093,2020-10-18,814.975,1355.025
"79",950,2020-10-19,790.975,1319.025
"80",877,2020-10-20,780,1299.05
"81",1072,2020-10-21,769.975,1309
"82",1033,2020-10-22,751.95,1241
"83",905,2020-10-23,718,1200.05
"84",1009,2020-10-24,710.975,1191
"85",879,2020-10-25,694.975,1171.025
"86",808,2020-10-26,711.925,1192.025
"87",963,2020-10-27,761.95,1281.05
"88",929,2020-10-28,740,1265.025
"89",1029,2020-10-29,766.95,1268
"90",1109,2020-10-30,785.9,1314
"91",1064,2020-10-31,771.975,1284.025
"92",965,2020-11-01,760.975,1274.025
"93",1037,2020-11-02,792.975,1317
"94",871,2020-11-03,791.95,1317.075
"95",1029,2020-11-04,813,1359.05
"96",1138,2020-11-05,828,1388.025
"97",1133,2020-11-06,861,1462.025
"98",1234,2020-11-07,898.975,1508
"99",1397,2020-11-08,967,1633.15
"100",1169,2020-11-09,968,1640
"101",1162,2020-11-10,1014.975,1661.05
"102",1378,2020-11-11,1025.9,1710.05
"103",1365,2020-11-12,1010.95,1668.025
"104",1301,2020-11-13,979.975,1671
"105",1448,2020-11-14,991.95,1655.025
"106",1210,2020-11-15,956.975,1603
"107",1219,2020-11-16,939,1579.125
"108",982,2020-11-17,902.975,1533.025
"109",1179,2020-11-18,912,1504
"110",1207,2020-11-19,894.975,1512.025
"111",1259,2020-11-20,914.95,1517.1
"112",1189,2020-11-21,883.925,1492.05
"113",1154,2020-11-22,898.975,1498
"114",1164,2020-11-23,935.975,1556.025
"115",1124,2020-11-24,944,1575
