"","date","R","lower","upper"
"1",2020-08-08,NA,NA,NA
"2",2020-08-09,NA,NA,NA
"3",2020-08-10,3.83698358924695,3.11193459775781,4.78803119341462
"4",2020-08-11,2.53495481326013,2.08477108198565,3.11382451425041
"5",2020-08-12,1.83388989201826,1.49961941003635,2.2106942321314
"6",2020-08-13,1.42169549160464,1.17842227301075,1.71137951800856
"7",2020-08-14,1.15911710126966,0.967368148759178,1.38297707754102
"8",2020-08-15,0.975177240613835,0.815197358283816,1.15073782784188
"9",2020-08-16,0.822873902290639,0.689157079502384,0.973729442229955
"10",2020-08-17,0.723166448225664,0.598754406687596,0.865003229018634
"11",2020-08-18,0.655925508686423,0.543764963838143,0.784998077515219
"12",2020-08-19,0.618624235358052,0.516209069265799,0.739051296916764
"13",2020-08-20,0.616584142473062,0.515970510708662,0.741111825569927
"14",2020-08-21,0.652284049895614,0.541814005169655,0.777005397647897
"15",2020-08-22,0.7082927514054,0.597806257746325,0.844256952257471
"16",2020-08-23,0.777806150384862,0.647065871250484,0.928072884930649
"17",2020-08-24,0.852884974785207,0.709092683626177,1.02131281273054
"18",2020-08-25,0.942422650880717,0.792875326464677,1.11568034701556
"19",2020-08-26,1.04429939953675,0.878515759576283,1.2391065933857
"20",2020-08-27,1.11421791975213,0.937382693294059,1.31902917445846
"21",2020-08-28,1.15922846883262,0.971795005621128,1.37211003072187
"22",2020-08-29,1.22121093631992,1.02796440869815,1.44471780776177
"23",2020-08-30,1.30042719316385,1.09160898959864,1.54147271589309
"24",2020-08-31,1.38150356947251,1.17322024548528,1.63856665358067
"25",2020-09-01,1.42703394038015,1.20819660415526,1.68974806551968
"26",2020-09-02,1.49090161953769,1.25216763011921,1.76603317105144
"27",2020-09-03,1.5908032363661,1.34006913394242,1.86005621311932
"28",2020-09-04,1.66835525971977,1.4111403245879,1.96183467479535
"29",2020-09-05,1.71293915463624,1.46220977964848,2.02187663428736
"30",2020-09-06,1.74213981762915,1.48725322568548,2.03688880540997
"31",2020-09-07,1.74965021663554,1.49811397388467,2.0517386657127
"32",2020-09-08,1.72455126195957,1.47973461154933,2.01569637551024
"33",2020-09-09,1.65720838156134,1.41764708556732,1.92996509278726
"34",2020-09-10,1.57505478858714,1.33912229375944,1.84491287199876
"35",2020-09-11,1.51618623126403,1.29673562996051,1.77394265339765
"36",2020-09-12,1.46906086458814,1.25252652334508,1.71849048403763
"37",2020-09-13,1.45212662564238,1.22627112559917,1.69520183116523
"38",2020-09-14,1.46622549256663,1.24087343305271,1.7224546882134
"39",2020-09-15,1.52224337919089,1.29809573756299,1.77424065303115
"40",2020-09-16,1.58205092304775,1.35801101937835,1.84716193146849
"41",2020-09-17,1.66784974962232,1.43586288015146,1.94137202987371
"42",2020-09-18,1.71166259961121,1.47560414848092,1.98109735514856
"43",2020-09-19,1.75509483381099,1.51551863885761,2.04082192941178
"44",2020-09-20,1.80345060257515,1.54949546205958,2.08696458008011
"45",2020-09-21,1.85687623628253,1.60289555571575,2.13709678282079
"46",2020-09-22,1.88476446356049,1.61668202323757,2.16055800343971
"47",2020-09-23,1.85348538910858,1.59212707583856,2.14952360397781
"48",2020-09-24,1.84668533931893,1.58623817108763,2.1380676685366
"49",2020-09-25,1.83744576324252,1.58074319638202,2.13000818933475
"50",2020-09-26,1.81740009878019,1.56557116890433,2.11619574446508
"51",2020-09-27,1.80878774377796,1.55550663953126,2.0993867039704
"52",2020-09-28,1.79962653215588,1.5548856318298,2.0876505939651
"53",2020-09-29,1.80623727152891,1.57071594990049,2.09684189303051
"54",2020-09-30,1.80036111574124,1.56622680812842,2.08881600203703
"55",2020-10-01,1.78233710622088,1.54139994696187,2.05660495992453
"56",2020-10-02,1.76901564728953,1.52583891696606,2.04033384524724
"57",2020-10-03,1.72908859663812,1.49344319965219,1.99741862239422
"58",2020-10-04,1.69437055953078,1.45659359487006,1.96318734572146
"59",2020-10-05,1.66465043785369,1.44177144915238,1.93364988225107
"60",2020-10-06,1.64018672794343,1.40943495588045,1.89851517196185
"61",2020-10-07,1.56790656654867,1.35040879551612,1.80606603711016
"62",2020-10-08,1.48257177257906,1.27959783555733,1.70481528499279
"63",2020-10-09,1.39649111642016,1.1946782824456,1.59547983918946
"64",2020-10-10,1.2983458780637,1.10575459873454,1.48744559075516
"65",2020-10-11,1.1854569422464,1.01529619012386,1.35746889347213
"66",2020-10-12,1.0799977331738,0.931198083572886,1.24312435835766
"67",2020-10-13,1.0200524937222,0.882737190782122,1.1756135996676
"68",2020-10-14,0.98657871935221,0.856458987242978,1.14355755913672
"69",2020-10-15,0.955603012607626,0.82661437801997,1.11190773054125
"70",2020-10-16,0.951353529120151,0.823912675125682,1.10595376137014
"71",2020-10-17,0.963265229324402,0.838712236348175,1.11420127507588
"72",2020-10-18,0.987115816306558,0.854530846228468,1.14314629577032
"73",2020-10-19,1.00071048625763,0.870531690034697,1.15908499201961
"74",2020-10-20,1.00354682249154,0.876384232541543,1.15216549014197
"75",2020-10-21,1.01117084292013,0.882942108789286,1.17453058873757
"76",2020-10-22,1.00533511686653,0.875318825037781,1.15907177090655
"77",2020-10-23,0.984194469888724,0.853409698099387,1.13500835514123
"78",2020-10-24,0.960720128433827,0.830844787788551,1.10593543077623
"79",2020-10-25,0.937953353120122,0.814406455693474,1.0714700128007
"80",2020-10-26,0.918510553844686,0.80023906505437,1.05194339282312
"81",2020-10-27,0.913926733118347,0.796741859483142,1.05137698361253
"82",2020-10-28,0.917298683893755,0.79397491490604,1.05561430001448
