"","y","date","lower","upper"
"218",1321,2021-03-07,950.95,1766
"219",1681,2021-03-08,995.975,1842.075
"220",1301,2021-03-09,993.975,1854
"221",1175,2021-03-10,967,1803.025
"222",1347,2021-03-11,964.95,1827.175
"223",1469,2021-03-12,1008.9,1874.075
"224",1499,2021-03-13,1049,1956.125
"225",1421,2021-03-14,1047.925,1997.375
"226",1389,2021-03-15,1038.975,1955.125
"227",1269,2021-03-16,1064.975,2030.325
"228",1583,2021-03-17,1111.95,2106.075
"229",1641,2021-03-18,1164.975,2164.1
"230",1878,2021-03-19,1254.95,2269.1
"231",1775,2021-03-20,1241.95,2334.05
"232",1563,2021-03-21,1256.9,2366.05
"233",1895,2021-03-22,1295.975,2430
"234",1631,2021-03-23,1335.975,2493.05
"235",1569,2021-03-24,1364.975,2531.125
"236",2411,2021-03-25,1517.95,2811.05
"237",2296,2021-03-26,1584,2954.05
"238",2462,2021-03-27,1679.975,3147.05
"239",2192,2021-03-28,1706.9,3279.025
"240",2366,2021-03-29,1765.975,3240.025
"241",2436,2021-03-30,1842,3399.15
"242",2605,2021-03-31,1898.95,3498
"243",2568,2021-04-01,1885.95,3487.3
"244",2501,2021-04-02,1985.85,3755.15
"245",3346,2021-04-03,2159.925,3994.075
"246",2633,2021-04-04,2208.825,4169.275
"247",3040,2021-04-05,2312.975,4371.125
"248",3942,2021-04-06,2551.925,4820.15
"249",3551,2021-04-07,2604.975,4875.425
"250",3556,2021-04-08,2650.825,4949.025
"251",4128,2021-04-09,2776.9,5196.25
"252",3769,2021-04-10,2888.975,5548.15
"253",4301,2021-04-11,3075.975,5681.125
"254",4732,2021-04-12,3087.975,5932.275
"255",3518,2021-04-13,3126.95,5813.025
"256",4732,2021-04-14,3228,5985.025
"257",4790,2021-04-15,3203.675,5874.3
"258",4778,2021-04-16,3148.875,5911.775
"259",3738,2021-04-17,3099.85,5799.075
"260",4309,2021-04-18,3135.95,5799
"261",4811,2021-04-19,3117.825,5882.25
"262",3486,2021-04-20,2985.95,5651.1
"263",3965,2021-04-21,2998.95,5584.075
"264",4366,2021-04-22,2935.975,5498.275
"265",4356,2021-04-23,2902.95,5445.05
"266",3768,2021-04-24,2859.85,5282.075
"267",3574,2021-04-25,2827.925,5223.275
"268",3850,2021-04-26,2753.925,5117.125
"269",3258,2021-04-27,2717,5099.225
"270",3832,2021-04-28,2810.975,5234.3
"271",5058,2021-04-29,2809.975,5173.05
"272",3701,2021-04-30,2644.95,5008
"273",3179,2021-05-01,2538.9,4733.05
"274",3469,2021-05-02,2443.975,4639
"275",3004,2021-05-03,2355.975,4405.425
"276",2809,2021-05-04,2371.85,4325.375
"277",3408,2021-05-05,2273.975,4252.95
"278",3246,2021-05-06,2221.975,4134.15
"279",3022,2021-05-07,2156.85,4010
"280",2696,2021-05-08,2068.975,3890.1
"281",2904,2021-05-09,2016.975,3794.025
"282",2688,2021-05-10,1925.95,3578.15
"283",2087,2021-05-11,1865.925,3462.075
"284",2699,2021-05-12,1815.95,3387
"285",2506,2021-05-13,1771.875,3248.15
"286",2546,2021-05-14,1731.95,3138.525
"287",2377,2021-05-15,1653.95,3050.05
"288",2016,2021-05-16,1557.925,2907.175
"289",1951,2021-05-17,1449.975,2737.175
"290",1417,2021-05-18,1398.9,2581.05
"291",2389,2021-05-19,1377,2642.175
"292",2048,2021-05-20,1286.9,2464.1
"293",1725,2021-05-21,1204.925,2243.025
"294",1690,2021-05-22,1132.975,2134.175
"295",1542,2021-05-23,989.975,1851
"296",505,2021-05-24,823.975,1506
"297",1920,2021-05-25,907.975,1714.075
"298",1105,2021-05-26,858.975,1588.05
"299",1168,2021-05-27,795,1513.025
"300",1172,2021-05-28,765.95,1444.025
"301",967,2021-05-29,721,1382.15
"302",883,2021-05-30,698.95,1317.025
"303",999,2021-05-31,675,1233
"304",683,2021-06-01,627,1181.025
"305",939,2021-06-02,601,1143.125
"306",889,2021-06-03,563.95,1071.05
"307",922,2021-06-04,520,996
"308",468,2021-06-05,456,854.025
"309",625,2021-06-06,419,798
"310",582,2021-06-07,384.975,739.025
"311",286,2021-06-08,350.975,667.075
"312",537,2021-06-09,358,678
"313",587,2021-06-10,354,672.025
"314",531,2021-06-11,338,640.025
"315",402,2021-06-12,319,617.05
"316",388,2021-06-13,316,599.05
"317",541,2021-06-14,310,596.05
"318",330,2021-06-15,292,567.025
"319",437,2021-06-16,279.975,529.025
"320",363,2021-06-17,253,476.025
"321",333,2021-06-18,229,456.025
"322",287,2021-06-19,223,432
"323",236,2021-06-20,219,412.025
"324",476,2021-06-21,230,436
"325",223,2021-06-22,208,405
"326",264,2021-06-23,195.975,380.025
"327",307,2021-06-24,198.975,382
"328",288,2021-06-25,191.975,373.025
"329",260,2021-06-26,185,365.05
"330",198,2021-06-27,184,357
"331",422,2021-06-28,192.975,375
"332",156,2021-06-29,174,347.025
"333",266,2021-06-30,171.975,348
