"","y","date","lower","upper"
"1",88,2020-08-02,59,130
"2",77,2020-08-03,55,118.025
"3",95,2020-08-04,58,122
"4",78,2020-08-05,56.975,122
"5",87,2020-08-06,55,123
"6",88,2020-08-07,56,121
"7",86,2020-08-08,57,120
"8",59,2020-08-09,58,121
"9",129,2020-08-10,61,128
"10",95,2020-08-11,58,127.025
"11",74,2020-08-12,54.975,121
"12",74,2020-08-13,55,119
"13",86,2020-08-14,56,119
"14",102,2020-08-15,59,125
"15",51,2020-08-16,57,123
"16",127,2020-08-17,64,137
"17",117,2020-08-18,67,145
"18",87,2020-08-19,65,138
"19",97,2020-08-20,69,144
"20",143,2020-08-21,71,149.025
"21",76,2020-08-22,69,144
"22",95,2020-08-23,75.975,155
"23",155,2020-08-24,76,155
"24",86,2020-08-25,73,157
"25",125,2020-08-26,80,167
"26",137,2020-08-27,82.975,169
"27",118,2020-08-28,81,165
"28",114,2020-08-29,81,168
"29",89,2020-08-30,80,170.025
"30",156,2020-08-31,88,175
"31",135,2020-09-01,92,187
"32",140,2020-09-02,96,193
"33",149,2020-09-03,98,198
"34",127,2020-09-04,100,198
"35",157,2020-09-05,105,217
"36",125,2020-09-06,110,222
"37",184,2020-09-07,117,237
"38",241,2020-09-08,132,263
"39",186,2020-09-09,135,263
"40",163,2020-09-10,136,269
"41",235,2020-09-11,144.975,287
"42",184,2020-09-12,156.975,310.025
"43",223,2020-09-13,181,348.025
"44",377,2020-09-14,197,384
"45",255,2020-09-15,204,402.025
"46",326,2020-09-16,229,442.025
"47",339,2020-09-17,238,471.025
"48",399,2020-09-18,251.975,499
"49",380,2020-09-19,269,512.025
"50",290,2020-09-20,283,524.05
"51",514,2020-09-21,294.975,557.05
"52",518,2020-09-22,310.975,594
"53",344,2020-09-23,299.975,573.025
"54",394,2020-09-24,304,594.075
"55",496,2020-09-25,334.975,631.124999999999
"56",465,2020-09-26,356.975,670.05
"57",449,2020-09-27,385,731.075
"58",767,2020-09-28,416.975,796.025
"59",562,2020-09-29,424.975,801.025
"60",645,2020-09-30,443.975,836.099999999999
"61",582,2020-10-01,444,842.05
"62",733,2020-10-02,468,865.025
"63",643,2020-10-03,459.975,881.124999999999
"64",487,2020-10-04,456.975,856.05
"65",720,2020-10-05,457,858
"66",564,2020-10-06,465,878.025
"67",643,2020-10-07,496,939.075
"68",836,2020-10-08,542.975,1030.025
"69",912,2020-10-09,567.975,1061
"70",865,2020-10-10,567,1069
"71",564,2020-10-11,540.975,1011.075
"72",757,2020-10-12,537.975,1025
"73",925,2020-10-13,563.975,1076.025
"74",766,2020-10-14,558.975,1069
"75",711,2020-10-15,547.925,1038
"76",900,2020-10-16,544,1023.075
"77",619,2020-10-17,519,978.025
"78",623,2020-10-18,529.975,1002.2
"79",771,2020-10-19,548.95,1017.025
"80",801,2020-10-20,579,1091.025
"81",816,2020-10-21,594,1160.025
"82",894,2020-10-22,625.975,1182.025
"83",887,2020-10-23,645,1201.025
"84",966,2020-10-24,668.95,1239.05
"85",952,2020-10-25,701.975,1279.2
"86",909,2020-10-26,653.95,1234.025
"87",871,2020-10-27,636,1216.05
"88",796,2020-10-28,660.975,1247.025
"89",994,2020-10-29,682,1258
"90",986,2020-10-30,676,1295.05
"91",863,2020-10-31,693.975,1315.05
"92",932,2020-11-01,727,1366.125
"93",1115,2020-11-02,742,1409
"94",1118,2020-11-03,760,1425
"95",1013,2020-11-04,772,1472.05
"96",1000,2020-11-05,781.975,1435.15
"97",1066,2020-11-06,811.85,1526.05
"98",1212,2020-11-07,876.975,1633.15
"99",1152,2020-11-08,919,1799.225
"100",1519,2020-11-09,972.95,1834.075
"101",1573,2020-11-10,1042.975,1925
"102",1353,2020-11-11,1049.95,1935.05
"103",1580,2020-11-12,1057.9,1955.025
"104",1419,2020-11-13,1027,1948.125
"105",1352,2020-11-14,1030.95,1915.05
"106",1346,2020-11-15,1033.9,1949.075
"107",1484,2020-11-16,1023.975,1895
"108",1443,2020-11-17,1009.925,1913.025
"109",1290,2020-11-18,1002.875,1889.05
"110",1359,2020-11-19,1008.9,1901.075
"111",1465,2020-11-20,1038.925,1948.075
"112",1501,2020-11-21,1066.875,1977.1
"113",1415,2020-11-22,1083.975,2022
"114",1422,2020-11-23,1064.95,2006.05
"115",1397,2020-11-24,1074,1995.075
"116",1478,2020-11-25,1102.95,2071.05
"117",1570,2020-11-26,1146,2110
"118",1844,2020-11-27,1215,2253.05
"119",1700,2020-11-28,1242.9,2309.05
"120",1600,2020-11-29,1279.95,2363.2
"121",1802,2020-11-30,1277.95,2394.075
"122",2033,2020-12-01,1330,2480.375
"123",1825,2020-12-02,1311.95,2441.325
"124",1539,2020-12-03,1293.975,2400.025
"125",1937,2020-12-04,1314.95,2476.025
"126",1746,2020-12-05,1334,2519.025
"127",1931,2020-12-06,1395,2567
"128",1973,2020-12-07,1386.95,2535.075
"129",1897,2020-12-08,1368.975,2594.025
"130",1953,2020-12-09,1430.925,2641.075
"131",1949,2020-12-10,1372.95,2553.075
"132",1768,2020-12-11,1356,2517.125
"133",1763,2020-12-12,1340.925,2510
"134",1600,2020-12-13,1403.975,2601.025
"135",2373,2020-12-14,1508.975,2795.05
"136",2106,2020-12-15,1572.95,2914.05
"137",2251,2020-12-16,1622.875,3033.025
"138",2461,2020-12-17,1676.875,3088.025
"139",2289,2020-12-18,1653.975,3062.025
"140",2476,2020-12-19,1678.775,3093.025
"141",1921,2020-12-20,1658.725,3112.125
"142",2448,2020-12-21,1673.775,3119.05
"143",2269,2020-12-22,1674.95,3162.1
"144",2513,2020-12-23,1707.925,3180.075
"145",2354,2020-12-24,1662.975,3120.075
"146",2101,2020-12-25,1578.9,3010.225
"147",1719,2020-12-26,1602.85,3029
"148",1924,2020-12-27,1795.85,3369.075
"149",3840,2020-12-28,2052.95,3825.125
"150",3075,2020-12-29,2210,4097.25
"151",3034,2020-12-30,2289.9,4271
"152",3214,2020-12-31,2422.875,4440.075
"153",3659,2021-01-01,2473,4687.075
"154",3803,2021-01-02,2707.725,5003.525
"155",4064,2021-01-03,2772.95,5102.125
"156",4027,2021-01-04,2704.925,5091.125
"157",3265,2021-01-05,2589,4772.075
"158",3047,2021-01-06,2551,4634.15
"159",3343,2021-01-07,2529.925,4680.05
"160",4235,2021-01-08,2656.65,4909.325
"161",3728,2021-01-09,2609.875,4855.1
"162",3343,2021-01-10,2605.975,4816.125
"163",3977,2021-01-11,2498.975,4724.5
"164",2695,2021-01-12,2316.9,4334.15
"165",3287,2021-01-13,2322.95,4308.55
"166",3241,2021-01-14,2288.975,4187
"167",3088,2021-01-15,2196,4019.025
"168",2853,2021-01-16,2163,3939.375
"169",2862,2021-01-17,2091.975,3883.05
"170",2751,2021-01-18,1989.95,3649.1
"171",2433,2021-01-19,1917.925,3573.075
"172",2458,2021-01-20,1848.975,3484.1
"173",2913,2021-01-21,1814.95,3423.15
"174",2465,2021-01-22,1700.775,3236.125
"175",2190,2021-01-23,1661,3077.05
"176",1949,2021-01-24,1556.95,2945.075
"177",2233,2021-01-25,1488.9,2791.025
"178",1809,2021-01-26,1447.95,2716.025
"179",1762,2021-01-27,1379.925,2614.125
"180",2035,2021-01-28,1375.9,2520.025
"181",1970,2021-01-29,1327.95,2489.1
"182",1702,2021-01-30,1290,2382.025
"183",1789,2021-01-31,1253.95,2328
"184",1977,2021-02-01,1151,2151.075
"185",866,2021-02-02,972,1881.025
"186",1214,2021-02-03,988,1853
"187",1583,2021-02-04,993.975,1885.025
"188",1643,2021-02-05,1010.975,1931.05
"189",1349,2021-02-06,1004.975,1855.05
"190",1360,2021-02-07,962.975,1816
"191",1305,2021-02-08,902,1682.2
"192",984,2021-02-09,853.975,1569
"193",1149,2021-02-10,822.975,1536.025
"194",956,2021-02-11,781,1470.05
"195",1368,2021-02-12,788.975,1515
"196",1265,2021-02-13,750.975,1438
"197",569,2021-02-14,682,1289
"198",965,2021-02-15,698.925,1345.05
"199",1229,2021-02-16,774,1464.15
"200",979,2021-02-17,776.95,1444
"201",1120,2021-02-18,784.975,1455.025
"202",1196,2021-02-19,795,1498
"203",1093,2021-02-20,799.975,1499
"204",1044,2021-02-21,812,1516.025
"205",1192,2021-02-22,807.975,1507.05
"206",1035,2021-02-23,802.925,1539
"207",1128,2021-02-24,815.95,1543.025
"208",1180,2021-02-25,807.975,1550.05
"209",1289,2021-02-26,813,1511
"210",1015,2021-02-27,792.775,1485.075
"211",976,2021-02-28,785.875,1486.125
"212",1225,2021-03-01,802.95,1494.025
"213",950,2021-03-02,780.95,1452
"214",920,2021-03-03,764.975,1453.05
"215",1197,2021-03-04,799,1498.025
"216",1126,2021-03-05,813.975,1539.1
"217",1059,2021-03-06,862,1631.075
