"","date","R","lower","upper","t_end"
"1",2020-08-10,NA,NA,NA,9
"2",2020-08-11,NA,NA,NA,10
"3",2020-08-12,NA,NA,NA,11
"4",2020-08-13,NA,NA,NA,12
"5",2020-08-14,4.22025022610562,3.37189968674627,5.26342141167249,13
"6",2020-08-15,3.21436033868284,2.58900543533871,3.9917396551795,14
"7",2020-08-16,2.5719841273582,2.06820597592365,3.16378798628886,15
"8",2020-08-17,2.15133861071655,1.7329624210738,2.62403147073658,16
"9",2020-08-18,1.86635082914578,1.52207654257653,2.26282364287968,17
"10",2020-08-19,1.66187632028552,1.36008493219238,2.01505063736178,18
"11",2020-08-20,1.53488894605338,1.27145219873855,1.85430768034635,19
"12",2020-08-21,1.45994979787788,1.20696790656519,1.75520027409197,20
"13",2020-08-22,1.39727502857954,1.16312455093117,1.69324533096393,21
"14",2020-08-23,1.36283244094984,1.13369414128425,1.62691979339927,22
"15",2020-08-24,1.34529022656793,1.12850880009088,1.60584239154554,23
"16",2020-08-25,1.3262381269049,1.11537719117205,1.58098950121049,24
"17",2020-08-26,1.31835607287621,1.09610494313821,1.55971821613319,25
"18",2020-08-27,1.31526617538588,1.10805310638801,1.56435813315174,26
"19",2020-08-28,1.31491023284893,1.09852257744519,1.55293499119451,27
"20",2020-08-29,1.30358362018529,1.09371660708318,1.55443084092384,28
"21",2020-08-30,1.30309347306343,1.09245503056623,1.55086829328793,29
"22",2020-08-31,1.30131454289168,1.09096336407786,1.55156238148193,30
"23",2020-09-01,1.30414119860516,1.09716266793563,1.54700371722294,31
"24",2020-09-02,1.31319789062424,1.11401962459284,1.54731298982867,32
"25",2020-09-03,1.31837707099436,1.11459527171489,1.55643678641434,33
"26",2020-09-04,1.31450919834271,1.113651347179,1.55690512461915,34
"27",2020-09-05,1.3293682929358,1.12574817386453,1.57441380231747,35
"28",2020-09-06,1.35302383802802,1.13697680402653,1.59412724411702,36
"29",2020-09-07,1.38431142749241,1.16731660613324,1.6442445463271,37
"30",2020-09-08,1.42385964246757,1.19676428168382,1.68966712160142,38
"31",2020-09-09,1.46093574856903,1.2216956425734,1.72870707566461,39
"32",2020-09-10,1.4918543689504,1.25495335278931,1.7646856344908,40
"33",2020-09-11,1.53335600411362,1.28826608325403,1.80835190497509,41
"34",2020-09-12,1.5808063789897,1.32590681142831,1.87674756762455,42
"35",2020-09-13,1.64394170410581,1.38176748591311,1.94433762264913,43
"36",2020-09-14,1.71643478167743,1.45015057657393,2.02981104873689,44
"37",2020-09-15,1.78140399525722,1.4922237130053,2.09832297478542,45
"38",2020-09-16,1.84267303188713,1.54585684654271,2.16418671924179,46
"39",2020-09-17,1.91161657841912,1.61394649211758,2.24846726162769,47
"40",2020-09-18,1.986166437139,1.67081128250071,2.34089794905572,48
"41",2020-09-19,2.0523662358415,1.73356680697994,2.40789076738679,49
"42",2020-09-20,2.09510505188632,1.78024049231859,2.45248591047826,50
"43",2020-09-21,2.11959134886848,1.8013895189419,2.47254130993105,51
"44",2020-09-22,2.12777668419123,1.81535225620368,2.49295583024351,52
"45",2020-09-23,2.1030465925995,1.79040435155619,2.47205551935904,53
"46",2020-09-24,2.06591762653548,1.75465548706867,2.40694239538541,54
"47",2020-09-25,2.02168026143566,1.7259028111395,2.35800626270001,55
"48",2020-09-26,1.97653039808652,1.6758862908222,2.30508581923084,56
"49",2020-09-27,1.94264778482709,1.65001968496003,2.27292982366614,57
"50",2020-09-28,1.91297347583103,1.62930876247034,2.23998370231445,58
"51",2020-09-29,1.88301928945221,1.59660902036676,2.21333551278233,59
"52",2020-09-30,1.85156145513325,1.58853641991298,2.16500418835054,60
"53",2020-10-01,1.83187112997457,1.55871281877033,2.14779824060079,61
"54",2020-10-02,1.81180126799144,1.53805592217785,2.12733431873174,62
"55",2020-10-03,1.78104494424472,1.50615047745649,2.07791698978153,63
"56",2020-10-04,1.73648337457908,1.47732928692087,2.02246096578791,64
"57",2020-10-05,1.68244702779421,1.43684961889712,1.96587344655987,65
"58",2020-10-06,1.62561712216489,1.39656066451433,1.88993392037125,66
"59",2020-10-07,1.57719449063528,1.35976736994952,1.83448315832015,67
"60",2020-10-08,1.54894505603561,1.33054484523087,1.80506081302216,68
"61",2020-10-09,1.52440750095334,1.30845980034395,1.77753925120919,69
"62",2020-10-10,1.50145105884132,1.28293056626559,1.74421313325866,70
"63",2020-10-11,1.46705070672929,1.25882095257017,1.70345461521247,71
"64",2020-10-12,1.44101370211334,1.23269242507897,1.67457584574349,72
"65",2020-10-13,1.42227708482589,1.21839405312854,1.66685084650656,73
"66",2020-10-14,1.40154736410316,1.20224497135486,1.64043137518871,74
