"","y","date","lower","upper"
"229",1109,2020-10-30,747.975,1400
"230",1064,2020-10-31,737,1341.075
"231",965,2020-11-01,721.95,1336.025
"232",1037,2020-11-02,757.95,1398.075
"233",871,2020-11-03,750.975,1387.075
"234",1029,2020-11-04,774.975,1446.075
"235",1138,2020-11-05,782,1472.05
"236",1133,2020-11-06,817.95,1492.05
"237",1234,2020-11-07,861,1595
"238",1397,2020-11-08,938.925,1747.025
"239",1169,2020-11-09,943.975,1726.1
"240",1162,2020-11-10,953.975,1778.2
"241",1378,2020-11-11,994,1817.225
"242",1365,2020-11-12,957.95,1800
"243",1301,2020-11-13,937.95,1774.025
"244",1448,2020-11-14,931,1764
"245",1210,2020-11-15,893.975,1680.025
"246",1219,2020-11-16,895.975,1669.075
"247",982,2020-11-17,850.975,1564.05
"248",1179,2020-11-18,856.975,1605.05
"249",1207,2020-11-19,846.825,1596.05
"250",1259,2020-11-20,859,1624.025
"251",1189,2020-11-21,833.95,1536
"252",1154,2020-11-22,842.975,1568
"253",1164,2020-11-23,884.925,1648
"254",1124,2020-11-24,910.95,1688
"255",1098,2020-11-25,868.975,1642.05
"256",1465,2020-11-26,932.975,1771.075
"257",1270,2020-11-27,923,1714
"258",1480,2020-11-28,978,1842.05
"259",1395,2020-11-29,981,1857.075
"260",1333,2020-11-30,1033,1899.1
"261",1177,2020-12-01,998.925,1898.025
"262",1514,2020-12-02,1063,1993.025
"263",1470,2020-12-03,1014.95,1904.025
"264",1345,2020-12-04,1002,1908.075
"265",1600,2020-12-05,1068.975,1998.025
"266",1691,2020-12-06,1160,2200.125
"267",1577,2020-12-07,1243,2264.075
"268",1564,2020-12-08,1303.975,2392.1
"269",1728,2020-12-09,1291.95,2337.05
"270",1842,2020-12-10,1284.975,2357.075
"271",1713,2020-12-11,1260,2344.175
"272",1897,2020-12-12,1307,2367.1
"273",1995,2020-12-13,1374.975,2561.025
"274",1620,2020-12-14,1343.925,2467
"275",1741,2020-12-15,1366.9,2582.15
"276",1897,2020-12-16,1402.95,2566.075
"277",1855,2020-12-17,1310.975,2472
"278",1773,2020-12-18,1319,2399
"279",2038,2020-12-19,1398.925,2555.125
"280",2146,2020-12-20,1517.925,2810.025
"281",2108,2020-12-21,1630.975,3044.1
"282",2183,2020-12-22,1691.775,3201.025
"283",2247,2020-12-23,1725,3105.25
"284",2349,2020-12-24,1652,3010.1
"285",2350,2020-12-25,1633.675,3000.05
"286",2101,2020-12-26,1516.975,2785
"287",2136,2020-12-27,1595.975,2944.125
"288",2265,2020-12-28,1741.8,3270.05
"289",2381,2020-12-29,1907,3489.025
"290",2511,2020-12-30,1908,3479.025
"291",2819,2020-12-31,1944.825,3580.125
"292",2820,2021-01-01,1993.75,3631.1
"293",2821,2021-01-02,1933.975,3629.025
"294",2856,2021-01-03,1998.8,3684.05
"295",2546,2021-01-04,2006.9,3713.075
"296",2508,2021-01-05,2033.875,3718.15
"297",2641,2021-01-06,1939.9,3590.1
"298",2519,2021-01-07,1835,3370.025
"299",2588,2021-01-08,1854,3396.025
"300",3127,2021-01-09,1944,3564.1
"301",2588,2021-01-10,1831.975,3339.05
"302",1869,2021-01-11,1590.95,2937
"303",1934,2021-01-12,1579,2923.05
"304",2071,2021-01-13,1531,2826.125
"305",2132,2021-01-14,1491.725,2715.25
"306",1918,2021-01-15,1411.95,2565.075
"307",2225,2021-01-16,1410.9,2553.05
"308",1743,2021-01-17,1306.85,2422.05
"309",1634,2021-01-18,1281,2356.125
"310",1387,2021-01-19,1173.95,2173.075
"311",1502,2021-01-20,1153.95,2111.025
"312",1624,2021-01-21,1131,2103.125
"313",1631,2021-01-22,1146,2103.125
"314",1685,2021-01-23,1096.975,2063.075
"315",1456,2021-01-24,1031.975,1962.15
"316",1203,2021-01-25,1001.975,1844.075
"317",1167,2021-01-26,975,1783
"318",1328,2021-01-27,962.975,1823
"319",1368,2021-01-28,943.925,1769.05
"320",1295,2021-01-29,909.975,1685.025
"321",1367,2021-01-30,880.975,1668
"322",1223,2021-01-31,851,1580.025
"323",890,2021-02-01,768.975,1437.025
"324",1053,2021-02-02,827.975,1527.1
"325",1052,2021-02-03,786,1481.025
"326",1094,2021-02-04,761.975,1444.025
"327",1101,2021-02-05,772.975,1459.05
"328",1204,2021-02-06,776.95,1458.1
"329",1081,2021-02-07,753.975,1400.05
"330",853,2021-02-08,702,1328.025
"331",826,2021-02-09,711,1338.1
"332",988,2021-02-10,717,1364.075
"333",1122,2021-02-11,751,1413.025
"334",984,2021-02-12,687.975,1314.025
"335",1049,2021-02-13,689.975,1259.1
"336",910,2021-02-14,645.95,1203.025
"337",728,2021-02-15,595.975,1109.075
"338",669,2021-02-16,581.975,1076
"339",800,2021-02-17,591.975,1088.025
"340",900,2021-02-18,594.975,1100
"341",800,2021-02-19,555.975,1031.075
"342",769,2021-02-20,513,971
"343",666,2021-02-21,524.975,969.025
"344",805,2021-02-22,604,1112.05
"345",739,2021-02-23,602,1124.025
"346",806,2021-02-24,593.975,1112.025
"347",858,2021-02-25,595.975,1106.05
"348",815,2021-02-26,567.975,1054
"349",858,2021-02-27,550.975,1031.025
"350",737,2021-02-28,528,984
"351",613,2021-03-01,497,928
"352",588,2021-03-02,489,938.05
"353",729,2021-03-03,519,960.05
"354",707,2021-03-04,504,950.025
"355",798,2021-03-05,530,985
"356",749,2021-03-06,508.975,937
"357",707,2021-03-07,497,938.025
"358",579,2021-03-08,479.975,915.025
"359",650,2021-03-09,535.95,1000
"360",792,2021-03-10,545.975,1018.025
"361",738,2021-03-11,535.975,982.075
"362",739,2021-03-12,513.975,963
"363",789,2021-03-13,508,948.025
"364",674,2021-03-14,493.975,898.025
"365",594,2021-03-15,475.975,903.05
"366",561,2021-03-16,481.975,902.025
"367",703,2021-03-17,506.975,928.124999999999
"368",702,2021-03-18,498,922
"369",764,2021-03-19,511.95,974.025
"370",775,2021-03-20,504.975,952
"371",648,2021-03-21,498.975,932
"372",712,2021-03-22,552.95,1024.1
"373",656,2021-03-23,559.975,1047.025
"374",783,2021-03-24,590.925,1084.025
"375",945,2021-03-25,645,1200.025
"376",950,2021-03-26,647.95,1229.025
"377",1009,2021-03-27,659.975,1225.025
"378",917,2021-03-28,669,1255.15
"379",891,2021-03-29,712,1327.025
"380",864,2021-03-30,737,1397
"381",1025,2021-03-31,778.925,1460
"382",1271,2021-04-01,843,1603.025
"383",1314,2021-04-02,879.975,1626.025
"384",1282,2021-04-03,861.975,1607.025
"385",1154,2021-04-04,866.975,1611.1
"386",1252,2021-04-05,954,1782.05
"387",1168,2021-04-06,985.875,1825.075
"388",1270,2021-04-07,987.975,1835.1
"389",1609,2021-04-08,1105.925,2016.125
"390",1683,2021-04-09,1132.95,2083.1
"391",1754,2021-04-10,1113.975,2125.025
"392",1535,2021-04-11,1159,2134
"393",1599,2021-04-12,1220.95,2302.05
"394",1490,2021-04-13,1226.95,2274.25
"395",1559,2021-04-14,1144,2148
"396",1513,2021-04-15,1086.95,2015.05
"397",1527,2021-04-16,1008.775,1927
"398",1537,2021-04-17,1000.95,1859.025
"399",1344,2021-04-18,961,1755
"400",1092,2021-04-19,903.975,1729.1
"401",1136,2021-04-20,932.975,1740
"402",1217,2021-04-21,901.975,1617.125
"403",1248,2021-04-22,861,1541.225
"404",1043,2021-04-23,739,1407.025
"405",1106,2021-04-24,729.925,1362.05
"406",1014,2021-04-25,725,1367
"407",889,2021-04-26,722.95,1355.025
"408",899,2021-04-27,776,1431.025
"409",1094,2021-04-28,776,1424
"410",1042,2021-04-29,741.975,1377.1
"411",1041,2021-04-30,709.975,1337.05
"412",1101,2021-05-01,713,1301.025
"413",1006,2021-05-02,702,1340.1
"414",798,2021-05-03,662,1238
"415",797,2021-05-04,679.975,1269
"416",915,2021-05-05,657,1218.175
"417",907,2021-05-06,644,1190.05
"418",919,2021-05-07,610.975,1147.1
"419",958,2021-05-08,633.95,1156.05
"420",960,2021-05-09,627.925,1165.15
"421",662,2021-05-10,564,1057.025
"422",660,2021-05-11,568.975,1043.05
"423",745,2021-05-12,541,1004.05
"424",781,2021-05-13,539.975,1017.025
"425",838,2021-05-14,556,1005.05
"426",760,2021-05-15,509,958.05
"427",716,2021-05-16,501.975,925.025
"428",551,2021-05-17,458.975,845.05
"429",549,2021-05-18,465,892
"430",584,2021-05-19,442,820.05
"431",662,2021-05-20,450.975,862.025
"432",752,2021-05-21,446.975,846.05
"433",505,2021-05-22,358,678
"434",477,2021-05-23,340.975,639
"435",433,2021-05-24,322.95,625.025
"436",346,2021-05-25,297,562
"437",308,2021-05-26,247,488
"438",436,2021-05-27,280.975,539
"439",419,2021-05-28,274,517.025
"440",410,2021-05-29,254.975,486
"441",315,2021-05-30,232,437
"442",276,2021-05-31,213.975,403
"443",208,2021-06-01,196.95,380.025
"444",288,2021-06-02,194.975,371
"445",267,2021-06-03,186,358
"446",279,2021-06-04,169,335
"447",228,2021-06-05,146.975,287
"448",178,2021-06-06,138,262.025
"449",193,2021-06-07,142,270
"450",149,2021-06-08,137,267
"451",278,2021-06-09,142,273.025
"452",89,2021-06-10,87,178
"453",180,2021-06-11,103.975,207
"454",182,2021-06-12,108,213
"455",151,2021-06-13,103,206
"456",123,2021-06-14,93.975,188.025
"457",105,2021-06-15,95,191
"458",153,2021-06-16,101,198.025
"459",161,2021-06-17,101,202
"460",127,2021-06-18,86,178
"461",160,2021-06-19,89,179.025
"462",103,2021-06-20,74,152.025
"463",90,2021-06-21,69,141
"464",84,2021-06-22,72,150
"465",127,2021-06-23,74,153
"466",96,2021-06-24,65,138.025
"467",88,2021-06-25,58,123
"468",89,2021-06-26,59,124
"469",90,2021-06-27,71,148.025
"470",254,2021-06-28,113,230
"471",71,2021-06-29,80,166
"472",126,2021-06-30,81,167
"473",127,2021-07-01,90,179
"474",162,2021-07-02,96,196
"475",163,2021-07-03,99,203
"476",164,2021-07-04,109,217
"477",176,2021-07-05,105,210
"478",67,2021-07-06,71,152
"479",103,2021-07-07,67,139
"480",64,2021-07-08,67,138
"481",287,2021-07-09,135.975,263
"482",288,2021-07-10,160,312
"483",289,2021-07-11,166,331
"484",199,2021-07-12,121,237.025
"485",54,2021-07-13,63.975,131
"486",75,2021-07-14,49,106
"487",65,2021-07-15,47,100
"488",83,2021-07-16,50,108
"489",97,2021-07-17,54,113
"490",81,2021-07-18,53,111.025
"491",61,2021-07-19,48,102
"492",62,2021-07-20,55,119
"493",103,2021-07-21,62,133
"494",104,2021-07-22,65,139.025
"495",101,2021-07-23,64,135
"496",121,2021-07-24,68.975,141
"497",102,2021-07-25,66,135
"498",75,2021-07-26,60,127.025
"499",73,2021-07-27,66,137
"500",133,2021-07-28,81,167
"501",138,2021-07-29,89,181
"502",125,2021-07-30,88,181
"503",189,2021-07-31,106,214
"504",158,2021-08-01,112,222.025
"505",154,2021-08-02,123,244
"506",175,2021-08-03,141.975,280.025
"507",184,2021-08-04,140,274
"508",305,2021-08-05,177,333.025
"509",218,2021-08-06,150,306
"510",235,2021-08-07,158,308
"511",274,2021-08-08,184,348.025
"512",250,2021-08-09,197.975,376
"513",234,2021-08-10,214.975,416.05
"514",365,2021-08-11,243,463
"515",369,2021-08-12,256.975,489.025
"516",426,2021-08-13,274,517
"517",433,2021-08-14,268,516.025
"518",321,2021-08-15,261.975,488.025
"519",409,2021-08-16,299.975,557.075
"520",323,2021-08-17,302,574
"521",436,2021-08-18,307,582.05
"522",436,2021-08-19,316,595
"523",527,2021-08-20,335,642.025
"524",563,2021-08-21,342.975,643
"525",463,2021-08-22,333,625.025
"526",376,2021-08-23,319,602.05
"527",345,2021-08-24,329.975,619.075
"528",550,2021-08-25,372.975,709.025
"529",603,2021-08-26,403,752
"530",612,2021-08-27,407,756
"531",604,2021-08-28,389,730
"532",579,2021-08-29,393,735
"533",386,2021-08-30,348,665
"534",425,2021-08-31,395,743.025
"535",690,2021-09-01,460.975,843
"536",699,2021-09-02,482.925,899
"537",750,2021-09-03,488.975,906
"538",666,2021-09-04,457,854.025
"539",778,2021-09-05,487,922.099999999999
"540",530,2021-09-06,461,842.099999999999
"541",515,2021-09-07,461,855
"542",600,2021-09-08,457,847.025
"543",703,2021-09-09,498,930.025
"544",879,2021-09-10,554,1053
"545",995,2021-09-11,583,1104.025
"546",757,2021-09-12,549.975,1034.025
"547",639,2021-09-13,545.975,1004.025
"548",633,2021-09-14,561.95,1049.025
"549",785,2021-09-15,549.95,1032.075
"550",782,2021-09-16,541.975,1032
"551",837,2021-09-17,558.975,1026.025
"552",821,2021-09-18,524.95,992.025
"553",742,2021-09-19,539.975,1007
"554",679,2021-09-20,545.975,1006.025
"555",587,2021-09-21,525,972
"556",683,2021-09-22,496.975,929.05
"557",754,2021-09-23,505,931.025
"558",701,2021-09-24,484,908.075
"559",732,2021-09-25,474.975,874
"560",659,2021-09-26,465.975,871.05
"561",608,2021-09-27,475,900.05
"562",469,2021-09-28,433.975,826.025
"563",594,2021-09-29,434,805.025
"564",655,2021-09-30,435.95,820.05
"565",643,2021-10-01,424,801.025
"566",640,2021-10-02,394,749.025
"567",499,2021-10-03,366,690.025
"568",402,2021-10-04,352.975,670
"569",436,2021-10-05,377,699.05
"570",506,2021-10-06,374.975,713
"571",624,2021-10-07,406.975,767.025
"572",643,2021-10-08,416.975,797.025
"573",602,2021-10-09,396,746.025
"574",612,2021-10-10,413.975,780
"575",480,2021-10-11,396,730
"576",409,2021-10-12,379.95,711.025
"577",512,2021-10-13,384,720.05
"578",644,2021-10-14,425,790.025
"579",650,2021-10-15,434,794.025
"580",705,2021-10-16,409.975,777
"581",532,2021-10-17,380,714
"582",410,2021-10-18,342.975,640
"583",342,2021-10-19,310,590
"584",458,2021-10-20,307.975,591
"585",428,2021-10-21,283,544
"586",329,2021-10-22,257,503.025
"587",556,2021-10-23,308,576.05
"588",429,2021-10-24,300,568
"589",324,2021-10-25,291,540
"590",340,2021-10-26,303,572.05
"591",478,2021-10-27,323.975,611
"592",478,2021-10-28,324.975,619
"593",511,2021-10-29,349,653
"594",591,2021-10-30,365,699.025
"595",567,2021-10-31,394,743.05
"596",497,2021-11-01,411,767.025
"597",490,2021-11-02,416,776.025
"598",525,2021-11-03,394.975,738.025
"599",588,2021-11-04,400,751
"600",571,2021-11-05,393.975,745
"601",688,2021-11-06,417,764
"602",545,2021-11-07,407.95,788.025
"603",531,2021-11-08,437.975,819.025
"604",545,2021-11-09,466,885.025
"605",672,2021-11-10,468.975,883.075
"606",663,2021-11-11,457,866
"607",716,2021-11-12,472.975,891.025
"608",715,2021-11-13,452,852.099999999999
"609",634,2021-11-14,445,858
"610",509,2021-11-15,442,824.05
"611",517,2021-11-16,458.975,865.025
"612",718,2021-11-17,483,928.075
"613",720,2021-11-18,496,926.099999999999
"614",745,2021-11-19,502.975,954.025
"615",815,2021-11-20,507.95,961
"616",707,2021-11-21,549.925,987.099999999999
"617",692,2021-11-22,616,1177.05
"618",1000,2021-11-23,785.975,1485.075
"619",1200,2021-11-24,826,1559.025
"620",1300,2021-11-25,844.975,1582.175
"621",1037,2021-11-26,729.975,1384
"622",1171,2021-11-27,706.975,1316.075
"623",875,2021-11-28,650.925,1234.075
"624",756,2021-11-29,656.975,1236
"625",784,2021-11-30,718.925,1346.025
"626",1196,2021-12-01,797.975,1492
"627",1146,2021-12-02,817.975,1550.075
"628",1355,2021-12-03,870.95,1639
"629",1512,2021-12-04,931.975,1708
"630",1256,2021-12-05,935,1741.2
"631",1189,2021-12-06,999.9,1836.025
"632",1234,2021-12-07,1046,1934.025
"633",1367,2021-12-08,1029.875,1944
"634",1807,2021-12-09,1122.975,2228.075
